Timestamp,Animal,Staff,Log Type,Date,Time,Feeding Log,Did you feed all individuals? ,"If not, who did you feed?",What did you feed? (Weight per animal) [<1/4 lb],What did you feed? (Weight per animal) [1/4 lb],What did you feed? (Weight per animal) [1/2 lb],What did you feed? (Weight per animal) [3/4 lb],What did you feed? (Weight per animal) [1 lb],What did you feed? (Weight per animal) [1.25 lb],What did you feed? (Weight per animal) [1.5 lb],What did you feed? (Weight per animal) [1.75 lb],What did you feed? (Weight per animal) [2 lb],What did you feed? (Weight per animal) [5 lb],What did you feed? (Weight per animal) [10 lb],What did you feed? (Weight per animal) [15 lb],What did you feed? (Weight per animal) [20 lb],If other,Deer feed scoops,Observation Log,Observation Type,Finding,Habitat Cleaning Log,Description of cleaning,Enrichment Log,Which individuals in habitat?,Enrichment type,Enrichment type details,Time In,Time Out,Response,Notes,Medical Logs,Animal Name,Encounter Type,Injury Log,Type,Injury description,Exam Type,Animal sedated?,Vet notified?,Vet response,Did you administer medication?,Sedation Log,Sedation medication used,Which sedation kit was used?,Administration method,Dose,Time administered,Time to respond,Medication Log,Type,Dose,Administration Route,Did animal take medication?,Did you sedate?,Vet Log,Type,Vet name,Type,Location,Notes,Reminders,Reminder Date,Reminder/Note
11/5/2024 17:23,Wolf,Miranda,Medical,11/5/2024,1:00:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ela,Medication,,,,,,,,,,,,,,,,,Meloxicam,3.75mg,Oral,Yes,,,,,,,,,,
11/5/2024 17:17,Bobcat,Miranda,Feeding/Observation,11/5/2024,9:30:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2024 18:13,Red Fox,Krystal,Feeding/Observation,11/4/2024,5:20:00 PM,,Yes,,,,,,,,,,,,,,,0.40 lb of nb each,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2024 18:12,Bobcat,Krystal,Feeding/Observation,11/4/2024,5:10:00 PM,,Yes,,,,,,,,,,,,,,,Carter got 0.6 lb of NB cash got 0.4 lb of NB,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2024 18:15,Wolf,Krystal,Habitat Cleaning/Observation,11/4/2024,3:00:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,"Water change, Brush removal, Fence maintenance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2024 11:55,Red Fox,Krystal,Feeding/Observation,11/4/2024,9:20:00 AM,,Yes,,,"Nebraska Brand, Fresh Vegetables",,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2024 11:54,Bobcat,Krystal,Feeding/Observation,11/4/2024,9:00:00 AM,,Yes,,,,,,,,,,,,,,,Carter got 0.5lb of NB and cash got 0.4lb of NB,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2024 17:31,Red Fox,Miranda,Feeding/Observation,11/3/2024,4:45:00 PM,,Yes,,OTHER,Nebraska Brand,,,,,,,,,,,,".25lb nd each, .2lb bone and horse cut meat",,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2024 17:32,Red Fox,Miranda,Enrichment/Observation,11/3/2024,4:45:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Food,beef bones and horse cut meat,4:45:00 PM,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2024 17:27,Bobcat,Miranda,Feeding/Observation,11/3/2024,4:40:00 PM,,Yes,,"Nebraska Brand, Whole prey, OTHER",Nebraska Brand,,,,,,,,,,,,beef bone and horse meat cut off bone each,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2024 17:28,Bobcat,Miranda,Enrichment/Observation,11/3/2024,4:30:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Food,beef bones ,4:30:00 PM,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2024 17:28,Wolf,Miranda,Enrichment/Observation,11/3/2024,4:00:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Food,beef bones,4:00:00 PM,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2024 17:30,Wolf,Miranda,Feeding/Observation,11/3/2024,4:00:00 PM,,Yes,,,,OTHER,,,,,,,,,,,beef bones each,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2024 13:57,Wolf,Miranda,Habitat Cleaning/Observation,11/3/2024,1:30:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,Water change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2024 13:55,Bobcat,Miranda,Habitat Cleaning/Observation,11/3/2024,11:30:00 AM,,,,,,,,,,,,,,,,,,,,DVE,"Had been locked out about an hour prior, Cash panting when came in, some pacing started not paired with panting about 20 minutes later, both were calmed and sleeping shortly after I left",,"Pad cleaning, Water change, Brush removal, cleared leaves off walkway and tops of BTS areas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2024 13:56,Wolf,Miranda,Medical,11/3/2024,10:55:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ela,Medication,,,,,,,,,,,,,,,,,Meloxicam,3.75mg,Oral,Yes,,,,,,,,,,
11/3/2024 13:58,Wolf,Miranda,Feeding/Observation,11/3/2024,10:55:00 AM,,Yes,,,Nebraska Brand,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2024 13:56,Wolf,Miranda,Medical,11/3/2024,10:50:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winema,Medication,,,,,,,,,,,,,,,,,"Meloxicam, Gabapentin","3.75mg meloxicam, 300mg dose gabapentin",Oral,Yes,,,,,,,,,,
11/3/2024 13:58,Red Fox,Miranda,Feeding/Observation,11/3/2024,10:35:00 AM,,Yes,,"Nebraska Brand, Fresh Vegetables",Nebraska Brand,,,,,,,,,,,,.3lb NB and .15lb pepper each,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2024 13:59,Red Fox,Miranda,Habitat Cleaning/Observation,11/3/2024,10:35:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,"Water change, Watered new grass, dirty dishes removed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2024 13:54,Bobcat,Miranda,Feeding/Observation,11/3/2024,10:00:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF Cash ate about .4lb of the .5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2024 13:53,Bobcat,Miranda,Habitat Cleaning/Observation,11/3/2024,9:30:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,"Pond cleaning, Waste removal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2024 19:35,Red Fox,Krystal,Feeding/Observation,11/2/2024,5:20:00 PM,,Yes,,,,,,,,,,,,,,,0.4 lb of NB each ,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2024 19:34,Bobcat,Krystal,Feeding/Observation,11/2/2024,5:15:00 PM,,Yes,,,,,,,,,,,,,,,Cash got .40lb of NB and Carter got 0.50lb of NB,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2024 15:24,Red Fox,Krystal,Habitat Cleaning/Observation,11/2/2024,2:45:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,"Pad cleaning, Water change, Waste removal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2024 15:23,Wolf,Krystal,Feeding/Observation,11/2/2024,2:00:00 PM,,Yes,,,,,,,,,,,,,,,8lb of NB each and one beef bone each,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2024 10:20,Wolf,Krystal,Habitat Cleaning/Observation,11/2/2024,9:45:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,Water change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2024 10:18,Red Fox,Krystal,Feeding/Observation,11/2/2024,9:10:00 AM,,Yes,,,,,,,,,,,,,,,0.40lb of NB each,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2024 10:19,Bobcat,Krystal,Feeding/Observation,11/2/2024,9:00:00 AM,,Yes,,,,,,,,,,,,,,,Carter got 0.50lb of Nb and cash got 0.40lb of NB ,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2024 10:17,Red Fox,Krystal,Feeding/Observation,11/1/2024,7:10:00 PM,,Yes,,,,,,,,,,,,,,,Both got 0.40lb of NB,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2024 10:16,Bobcat,Krystal,Feeding/Observation,11/1/2024,7:00:00 PM,,Yes,,,,,,,,,,,,,,,Carter got 0.50lb of NB and cash got 0.30lb of NB,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2024 15:33,Bobcat,Krystal,Enrichment/Observation,11/1/2024,3:30:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Toy,I gave them the orange ball and tied the blue ball to the teepee with vanilla sent,3:15:00 PM,3:30:00 PM,5,Both were fully engaged cash grabbed orange ball and Carter was playing with the ball tied to the teepee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2024 15:30,Bobcat,Krystal,Habitat Cleaning/Observation,11/1/2024,3:00:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,"Pad cleaning, Water change, Pond cleaning, Fence maintenance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2024 15:36,Red Fox,Krystal,Enrichment/Observation,11/1/2024,2:30:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Training,Done name recognition training with sabra and station training with Jamie ,2:30:00 PM,2:50:00 PM,4,Sabra is doing better but is still scared off when I move around ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2024 15:39,Wolf,Krystal,Enrichment/Observation,11/1/2024,10:00:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Training,For the pack of two I done name recognition training and for the pack of three I done gate training and name recognition ,10:00:00 AM,10:30:00 AM,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2024 9:23,Red Fox,Krystal,Feeding/Observation,11/1/2024,9:15:00 AM,,Yes,,,"Nebraska Brand, Fresh Vegetables",,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2024 9:04,Bobcat,Krystal,Feeding/Observation,11/1/2024,9:00:00 AM,,Yes,,,,,,,,,,,,,,,Carter 0.50lb of NB and Cash 0.30lb of NB ,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2024 16:07,Red Fox,John,Feeding/Observation,10/31/2024,3:45:00 PM,,Yes,,"Nebraska Brand, Whole prey",Nebraska Brand,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2024 16:07,Bobcat,John,Feeding/Observation,10/31/2024,3:30:00 PM,,Yes,,"Nebraska Brand, Whole prey",Nebraska Brand,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2024 11:26,Wolf,John,Habitat Cleaning/Observation,10/31/2024,11:20:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,Water change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2024 11:25,Red Fox,John,Feeding/Observation,10/31/2024,9:20:00 AM,,Yes,,,"Nebraska Brand, Fresh Vegetables",,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2024 11:24,Bobcat,John,Feeding/Observation,10/31/2024,9:15:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2024 18:53,Red Fox,John,Feeding/Observation,10/30/2024,6:45:00 PM,,Yes,,Nebraska Brand,Nebraska Brand,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2024 18:53,Bobcat,John,Feeding/Observation,10/30/2024,6:00:00 PM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2024 16:23,Wolf,Krystal,Feeding/Observation,10/30/2024,2:00:00 PM,,Yes,,,,,,,,,,,,,,,8lb per wolf,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2024 16:19,Bobcat,Krystal,Feeding/Observation,10/30/2024,9:00:00 AM,,Yes,,,,,,,,,,,,,,,Jake - 0.40lb of NB for cash and 0.60lb of NB for carter,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2024 16:21,Red Fox,Krystal,Feeding/Observation,10/30/2024,8:45:00 AM,,Yes,,,,,,,,,,,,,,,0.25lb of blueberries and green beans and 0.25lb of NB each ,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2024 17:09,Bobcat,John,Feeding/Observation,10/29/2024,4:55:00 PM,,Yes,,,,Nebraska Brand,,,,,,,,,,,Carter .6 Cash .4,,,DVE,Cash was pacing once food was added.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2024 15:53,Red Fox,Krystal,Habitat Cleaning/Observation,10/29/2024,3:45:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,"Water change, Waste removal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2024 15:52,Wolf,Krystal,Habitat Cleaning/Observation,10/29/2024,2:00:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,"Water change, Fence maintenance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2024 15:50,Bobcat,Krystal,Feeding/Observation,10/29/2024,9:00:00 AM,,Yes,,,,,,,,,,,,,,,Carter 0.60lb of NB and cash 0.30lb of NB,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2024 15:51,Red Fox,Krystal,Feeding/Observation,10/29/2024,8:15:00 AM,,Yes,,,Fresh Vegetables,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2024 19:42,Red Fox,Krystal,Feeding/Observation,10/28/2024,6:50:00 PM,,Yes,,,,,,,,,,,,,,,0.40lb of NB each,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2024 19:41,Bobcat,Krystal,Feeding/Observation,10/28/2024,6:40:00 PM,,Yes,,,,,,,,,,,,,,,Carter 0.60lb of NB. cash 0.30lb of NB,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2024 13:42,Bobcat,Krystal,Habitat Cleaning/Observation,10/28/2024,12:30:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,"Pad cleaning, Water change, Pond cleaning, Waste removal, Brush removal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2024 9:12,Red Fox,John,Feeding/Observation,10/27/2024,9:10:00 AM,,Yes,,,Fresh Vegetables,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2024 9:11,Bobcat,John,Feeding/Observation,10/27/2024,9:00:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2024 8:49,Red Fox,John,Feeding/Observation,10/26/2024,4:45:00 PM,,Yes,,Nebraska Brand,Nebraska Brand,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2024 8:49,Bobcat,John,Feeding/Observation,10/26/2024,4:30:00 PM,,Yes,,Nebraska Brand,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2024 14:38,Wolf,John,Feeding/Observation,10/26/2024,2:00:00 PM,,Yes,,,,,,Nebraska Brand,,,,Nebraska Brand,Nebraska Brand,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2024 9:31,Red Fox,John,Feeding/Observation,10/26/2024,9:15:00 AM,,Yes,,,Fresh Vegetables,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2024 9:31,Bobcat,John,Feeding/Observation,10/26/2024,9:00:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2024 19:07,Bobcat,Krystal,Feeding/Observation,10/25/2024,6:45:00 PM,,Yes,,,,,,,,,,,,,,,Jake - 0.60lb of NB each ,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2024 19:06,Red Fox,Krystal,Feeding/Observation,10/25/2024,6:30:00 PM,,Yes,,,,,,,,,,,,,,,Jake - 0.40lb of NB each,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2024 19:47,Wolf,Krystal,Habitat Cleaning/Observation,10/25/2024,5:00:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,"Waste removal, Brush removal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/2024 17:00,Reminder/Note,Miranda,Reminder/Note,10/24/2024,12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/24/2024,Ryryrgrh
10/21/2024 18:30,Red Fox,John,Feeding/Observation,10/21/2024,6:30:00 PM,,Yes,,Nebraska Brand,Nebraska Brand,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 18:30,Bobcat,John,Feeding/Observation,10/21/2024,6:00:00 PM,,Yes,,,Nebraska Brand,,,,,,,,,,,,,,,DVE,Cash did not eat AM feed both were showing signs of stress.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:47,Red Fox,John,Feeding/Observation,10/21/2024,10:45:00 AM,,Yes,,,Fresh Vegetables,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2024 14:47,Bobcat,John,Feeding/Observation,10/21/2024,10:20:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2024 17:06,Red Fox,Krystal,Feeding/Observation,10/20/2024,4:50:00 PM,,Yes,,,,,,,,,,,,,,,Jake - 0.40lb of NB each ,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2024 17:05,Bobcat,Krystal,Feeding/Observation,10/20/2024,4:45:00 PM,,Yes,,,,,,,,,,,,,,,Jake - 0.60lb of Nb each ,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2024 10:21,Wolf,Krystal,Observation,10/20/2024,9:45:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2024 10:21,Red Fox,Krystal,Feeding/Observation,10/20/2024,9:30:00 AM,,Yes,,,,,,,,,,,,,,,"Jake - 0.25lb of fresh peppers, cucumbers, and blue berries each",,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2024 10:19,Bobcat,Krystal,Feeding/Observation,10/20/2024,9:00:00 AM,,Yes,,,,,,,,,,,,,,,Jake - 0.60lb of NB ,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2024 18:04,Bobcat,Krystal,Feeding/Observation,10/19/2024,6:00:00 PM,,Yes,,,,,,,,,,,,,,,Jake - 0.60lb of NB,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2024 18:05,Red Fox,Krystal,Feeding/Observation,10/19/2024,5:45:00 PM,,Yes,,,,,,,,,,,,,,,Jake - 0.40lb of NB,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2024 18:08,Bobcat,Krystal,Enrichment/Observation,10/19/2024,4:00:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Food and toys,I have them two baby chicks each placed around habitat. I also gave them the big orange ball and a funnel tied to the teepee with a snake skin in it ,3:50:00 PM,4:00:00 AM,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2024 15:31,Wolf,Krystal,Feeding/Observation,10/19/2024,2:00:00 PM,,Yes,,,,,,,,,,,,,,,Jake - 8.0lb per wolf ,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2024 15:30,Red Fox,Krystal,Feeding/Observation,10/19/2024,9:15:00 AM,,Yes,,,Fresh Vegetables,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2024 15:30,Bobcat,Krystal,Feeding/Observation,10/19/2024,9:00:00 AM,,Yes,,,,,,,,,,,,,,,Jake - 0.60lb of NB,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2024 18:45,Red Fox,John,Feeding/Observation,10/18/2024,6:25:00 PM,,Yes,,"Nebraska Brand, Whole prey",Nebraska Brand,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2024 18:20,Bobcat,John,Feeding/Observation,10/18/2024,6:00:00 PM,,Yes,,Whole prey,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2024 9:43,Wolf,Krystal,Habitat Cleaning/Observation,10/18/2024,9:30:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,Water change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2024 9:42,Red Fox,Krystal,Feeding/Observation,10/18/2024,9:15:00 AM,,Yes,,,Fresh Vegetables,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2024 9:41,Bobcat,Krystal,Feeding/Observation,10/18/2024,9:00:00 AM,,Yes,,,,,,,,,,,,,,,Jake - 0.60lb of NB,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2024 14:25,Wolf,John,Feeding/Observation,10/16/2024,2:00:00 PM,,Yes,,,,,,Nebraska Brand,,,,Nebraska Brand,Nebraska Brand,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2024 10:21,Red Fox,John,Feeding/Observation,10/16/2024,9:15:00 AM,,Yes,,,Fresh Vegetables,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2024 10:21,Bobcat,John,Feeding/Observation,10/16/2024,8:45:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2024 10:09,Wolf,Krystal,Habitat Cleaning/Observation,10/15/2024,9:50:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,Water change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2024 10:09,Red Fox,Krystal,Feeding/Observation,10/15/2024,9:35:00 AM,,Yes,,,Fresh Vegetables,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2024 10:07,Bobcat,Krystal,Feeding/Observation,10/15/2024,9:15:00 AM,,Yes,,,,,,,,,,,,,,,Jake - 0.60lb of NB,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2024 10:08,Bobcat,Krystal,Habitat Cleaning/Observation,10/15/2024,9:15:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,"Pad cleaning, Water change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/2024 10:52,Wolf,Krystal,Habitat Cleaning/Observation,10/14/2024,10:00:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,Water change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/2024 10:50,Red Fox,Krystal,Feeding/Observation,10/14/2024,9:30:00 AM,,Yes,,,"Nebraska Brand, Fresh Vegetables",,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/2024 10:51,Bobcat,Krystal,Feeding/Observation,10/14/2024,9:15:00 AM,,Yes,,,,,,,,,,,,,,,0.60 lb of NB ,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
